,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech
108077,CUB,Cuba,1965,4047.25,3904.666,7951.916,1.9735,71.729,1988.3696572409,0.5010113286,4.617,66.956,65.454,68.688,0.584155459,0.6724267445,0.7501212404,2.6352739726,2.5197091837
108123,CUB,Cuba,1966,4126.646,3983.759,8110.405,1.8702,73.158,2051.2650970857,0.5105786949,4.54,67.573,66.079,69.298,0.5953105546,0.693696721,0.7650718467,2.5913242009,2.4890917104
108218,CUB,Cuba,1967,4203.88,4059.633,8263.513,1.7962,74.539,2247.6045945785,0.5197547339,4.433,68.171,66.682,69.892,0.6060093811,0.7600948018,0.7795148517,2.5302511416,2.3124829657
108274,CUB,Cuba,1968,4279.63,4133.652,8413.282,1.7654,75.89,2079.92990769,0.5197733774,4.312,68.745,67.256,70.464,0.6060311185,0.7033905851,0.7936428817,2.4611872146,2.4989946799
108316,CUB,Cuba,1969,4355.131,4207.999,8563.13,1.7586,77.242,2020.8886114887,0.549682184,4.18,69.291,67.798,71.012,0.6409033692,0.6834240027,0.807778364,2.3858447489,2.7200023833
108409,CUB,Cuba,1970,4431.05,4284.004,8715.054,1.7614,78.612,1917.4162499974,0.5842763568,4.033,69.811,68.307,71.538,0.6812385348,0.648431725,0.8221096798,2.3019406393,3.0472066603
108474,CUB,Cuba,1971,4507.652,4362.272,8869.924,1.737,80.009,2036.5356056346,0.6028236544,3.857,70.309,68.79,72.046,0.7028638046,0.6887155024,0.8367188981,2.2014840183,2.9600447581
108503,CUB,Cuba,1972,4583.846,4441.498,9025.344,1.6573,81.411,2095.6030721471,0.6284525,3.646,70.79,69.252,72.541,0.7327458236,0.708690935,0.851379999,2.0810502283,2.9989099956
108597,CUB,Cuba,1973,4657.339,4518.828,9176.167,1.5066,82.772,2245.1064311984,0.6656374061,3.4,71.259,69.699,73.024,0.7761016615,0.759249973,0.8656074551,1.9406392694,2.9648367528
108648,CUB,Cuba,1974,4725.083,4590.375,9315.458,1.3108,84.028,2324.0807851879,0.6707131308,3.127,71.711,70.129,73.492,0.7820197158,0.7859575158,0.878747073,1.7848173516,2.8859286436
108716,CUB,Cuba,1975,4784.942,4653.424,9438.366,1.1109,85.137,2404.286553584,0.7820209557,2.844,72.144,70.542,73.936,0.9117993632,0.8130814983,0.8903412475,1.6232876712,3.2526112771
108784,CUB,Cuba,1976,4836.53,4707.268,9543.798,0.9373,86.088,2438.6189608515,0.7778873778,2.573,72.55,70.933,74.348,0.9069798072,0.82469203,0.9002868735,1.4686073059,3.189868488
108811,CUB,Cuba,1977,4880.671,4752.998,9633.669,0.7893,86.899,2520.2380208488,0.8322893386,2.332,72.922,71.297,74.719,0.9704099147,0.8522939593,0.9087645971,1.3310502283,3.3024235476
108870,CUB,Cuba,1978,4918.024,4791.985,9710.009,0.6785,87.587,2649.6705220288,0.8618941548,2.134,73.257,71.629,75.046,1.004927727,0.8960654357,0.9159659125,1.2180365297,3.252835202
108965,CUB,Cuba,1979,4949.73,4826.387,9776.117,0.6014,88.184,2694.6030699835,0.8846047976,1.987,73.551,71.926,75.326,1.0314072599,0.9112607223,0.9222020215,1.1341324201,3.2828760846
109014,CUB,Cuba,1980,4977.01,4858.075,9835.085,0.5187,88.715,2644.4697101153,0.8706584641,1.892,73.803,72.182,75.564,1.0151464961,0.8943066254,0.9277645991,1.0799086758,3.2923745004
109093,CUB,Cuba,1981,4999.341,4886.887,9886.228,0.4477,89.177,2847.4126014534,0.9033779112,1.843,74.012,72.391,75.764,1.0532958204,0.9629378415,0.9325890276,1.0519406393,3.1726273555
109174,CUB,Cuba,1982,5017.469,4913.12,9930.589,0.447,89.577,2890.1167242674,0.9488863148,1.826,74.184,72.554,75.935,1.1063564618,0.9773795195,0.9367736956,1.0422374429,3.2832110441
109236,CUB,Cuba,1983,5035.416,4939.666,9975.082,0.5349,89.978,2945.450865297,0.8432010885,1.825,74.323,72.675,76.087,0.9831324978,0.9960924163,0.9409708154,1.0416666667,2.8627233216
109285,CUB,Cuba,1984,5058.405,4970.173,10028.578,0.6802,90.461,3022.4583918187,0.8865663706,1.832,74.435,72.758,76.222,1.0336943611,1.0221348176,0.9460172075,1.0456621005,2.9332624496
109346,CUB,Cuba,1985,5089.962,5007.058,10097.02,0.8547,91.078,3049.2747864097,0.8798635637,1.837,74.519,72.806,76.338,1.025879206,1.0312035844,0.9524734877,1.0485159817,2.8854846655
109439,CUB,Cuba,1986,5131.925,5051.765,10183.69,0.9989,91.86,3027.7996845426,0.8988883204,1.836,74.574,72.823,76.428,1.0480611705,1.0239411356,0.9606492541,1.0479452055,2.9687839821
109504,CUB,Cuba,1987,5182.745,5103.175,10285.92,1.0671,92.782,2982.0886757365,0.9001625523,1.827,74.603,72.816,76.489,1.0495468644,1.0084825891,0.9702928287,1.0428082192,3.0185640006
109534,CUB,Cuba,1988,5238.328,5157.94,10396.268,1.03,93.778,3010.0912090045,0.9347585114,1.81,74.616,72.8,76.527,1.0898841127,1.0179524843,0.9807021915,1.0331050228,3.1054159044
109626,CUB,Cuba,1989,5292.689,5211.209,10503.898,0.9187,94.748,2990.7763259032,0.9278460244,1.785,74.623,72.787,76.551,1.0818244805,1.0114205782,0.9908551595,1.0188356164,3.1023584625
109688,CUB,Cuba,1990,5341.418,5259.423,10600.841,0.7892,95.623,2957.0056120993,0.857667802,1.752,74.646,72.796,76.585,1,1,1,1,2.9004605149
109744,CUB,Cuba,1991,5383.34,5301.491,10684.831,0.6814,96.38,2589.8595796815,0.7563058321,1.715,74.704,72.843,76.651,0.881816748,0.8758385744,1.0079229563,0.9788812785,2.9202580634
109781,CUB,Cuba,1992,5419.567,5338.324,10757.891,0.59,97.039,2215.5817433595,0.7943936223,1.68,74.809,72.935,76.766,0.9262253059,0.7492653157,1.0148148623,0.9589041096,3.5854855037
109849,CUB,Cuba,1993,5450.754,5370.797,10821.551,0.5278,97.614,1848.0542398068,0.7395427883,1.65,74.965,73.076,76.936,0.8622718336,0.6249748841,1.0208200463,0.9417808219,4.0017374617
109927,CUB,Cuba,1994,5478.303,5400.52,10878.823,0.4877,98.13,1876.9999075187,0.8071645251,1.628,75.171,73.263,77.161,0.9411155731,0.6347637285,1.0262226365,0.9292237443,4.3002907023
110000,CUB,Cuba,1995,5503.33,5428.683,10932.013,0.4449,98.61,1931.5232397607,0.6400468057,1.614,75.419,73.491,77.427,0.7462642344,0.6532024261,1.0312401629,0.9212328767,3.313689385
110080,CUB,Cuba,1996,5525.513,5455.245,10980.758,0.3953,99.05,2090.5425219941,0.6695348354,1.609,75.69,73.747,77.712,0.7806458792,0.7069795585,1.035838383,0.9183789954,3.2026846063
110089,CUB,Cuba,1997,5544.537,5479.712,11024.249,0.3592,99.442,2151.6617969321,0.6086582406,1.61,75.964,74.015,77.99,0.7096666555,0.7276488716,1.039940982,0.9189497717,2.8287821136
110183,CUB,Cuba,1998,5561.588,5502.329,11063.917,0.3398,99.8,2170.2882080189,0.6024990968,1.615,76.225,74.279,78.243,0.7024853859,0.7339479503,1.0436829493,0.921803653,2.7761248235
110227,CUB,Cuba,1999,5578.22,5523.36,11101.58,0.3313,100.14,2306.5231158961,0.6209026103,1.621,76.465,74.532,78.467,0.7239430101,0.7800198642,1.0472357806,0.9252283105,2.6919418495
110296,CUB,Cuba,2000,5595.463,5542.953,11138.416,0.3321,100.472,2421.7540068432,0.6375233247,1.626,76.684,74.767,78.666,0.7433219752,0.8189886407,1.0507105993,0.9280821918,2.6324858878
110384,CUB,Cuba,2001,5614.033,5561.432,11175.465,0.3275,100.806,2482.4309788455,0.6210927241,1.626,76.889,74.984,78.854,0.7241646738,0.8395083759,1.0542055107,0.9280821918,2.501953647
110430,CUB,Cuba,2002,5633.438,5578.687,11212.125,0.301,101.137,2509.8634294385,0.6345808667,1.621,77.09,75.188,79.05,0.7398912087,0.8487854805,1.0576637269,0.9252283105,2.5283481932
110497,CUB,Cuba,2003,5652.017,5593.909,11245.926,0.2437,101.442,2595.003111941,0.6180015767,1.61,77.296,75.385,79.265,0.7205605425,0.8775780138,1.0608522475,0.9189497717,2.3815061104
110587,CUB,Cuba,2004,5667.391,5605.972,11273.363,0.1659,101.689,2735.5598866052,0.6048771782,1.592,77.508,75.576,79.5,0.705258116,0.9251114964,1.0634404384,0.9086757991,2.211164088
110602,CUB,Cuba,2005,5677.924,5614.154,11292.078,0.0799,101.858,3031.7852728236,0.6280509221,1.57,77.725,75.763,79.748,0.7322776028,1.0252889817,1.0652058643,0.8961187215,2.0715547625
110696,CUB,Cuba,2006,5683.003,5618.097,11301.1,0.0051,101.939,3387.8718535469,0.6613515498,1.545,77.942,75.949,80,0.7711045562,1.1457103225,1.0660569289,0.8818493151,1.9521150104
110752,CUB,Cuba,2007,5683.379,5618.295,11301.674,-0.0471,101.945,3624.9780586274,0.645125669,1.52,78.154,76.135,80.24,0.7521859483,1.2258948863,1.0661110755,0.8675799087,1.7796677899
110809,CUB,Cuba,2008,5680.433,5615.922,11296.355,-0.0667,101.897,3763.6554621849,0.7349273283,1.498,78.358,76.323,80.46,0.8568904261,1.2727928032,1.0656093229,0.8550228311,1.9526955528
110902,CUB,Cuba,2009,5676.2,5612.626,11288.826,-0.0625,101.829,NA,0.7223071735,1.48,78.552,76.514,80.655,0.8421759238,NA,1.0648990962,0.8447488584,
110936,CUB,Cuba,2010,5672.167,5609.601,11281.768,-0.0507,101.765,NA,0.927336921,1.467,78.736,76.709,80.827,1.0812308901,NA,1.0642333,0.8373287671,
111027,CZE,Czech.Republic,1960,4647.539,4930.435,9577.974,0.4029,121.446,NA,2.8156099574,2.304,70.164,67.274,72.978,0.6480050275,NA,0.9275611332,1.2645444566,
111057,CZE,Czech.Republic,1961,4665.062,4951.582,9616.644,0.3659,121.936,NA,3.0438384017,2.269,70.305,67.349,73.189,0.7005311876,NA,0.9313060577,1.2453347969,
111116,CZE,Czech.Republic,1962,4681.272,4970.628,9651.9,0.3268,122.384,NA,3.2331165664,2.227,70.377,67.353,73.335,0.744093046,NA,0.9347203596,1.2222832053,
111185,CZE,Czech.Republic,1963,4695.924,4987.573,9683.497,0.2827,122.784,NA,3.3889151779,2.177,70.391,67.298,73.427,0.7799496757,NA,0.9377803125,1.1948408342,
111255,CZE,Czech.Republic,1964,4708.564,5002.346,9710.91,0.2384,123.132,NA,3.5167508403,2.123,70.362,67.201,73.476,0.8093707081,NA,0.9404350736,1.1652030735,
111307,CZE,Czech.Republic,1965,4719.027,5015.061,9734.088,0.193,123.426,NA,3.4185719079,2.069,70.302,67.076,73.494,0.786775092,NA,0.9426797041,1.1355653128,
111371,CZE,Czech.Republic,1966,4727.222,5025.674,9752.896,0.1603,123.664,NA,3.392612034,2.026,70.223,66.936,73.488,0.7808004971,NA,0.94450113,1.1119648738,
111449,CZE,Czech.Republic,1967,4733.8,5034.738,9768.538,0.1573,123.862,NA,3.3797544275,1.999,70.133,66.794,73.465,0.7778413537,NA,0.9460159505,1.0971459934,
111490,CZE,Czech.Republic,1968,4740.235,5043.681,9783.916,0.1929,124.057,NA,3.5303568222,1.994,70.045,66.66,73.434,0.8125020881,NA,0.9475052044,1.0944017563,
111593,CZE,Czech.Republic,1969,4748.455,5054.349,9802.804,0.2559,124.297,NA,3.7405202922,2.009,69.971,66.55,73.407,0.8608706432,NA,0.9493343777,1.1026344676,
111654,CZE,Czech.Republic,1970,4759.856,5068.067,9827.923,0.3231,124.615,NA,4.2772541209,2.045,69.927,66.477,73.4,0.9843984843,NA,0.9517669807,1.1223929748,
111711,CZE,Czech.Republic,1971,4774.668,5085.056,9859.724,0.3819,125.019,NA,4.47265817,2.095,69.926,66.454,73.425,1.0293701984,NA,0.9548466896,1.1498353458,
111752,CZE,Czech.Republic,1972,4792.509,5104.937,9897.446,0.4385,125.497,NA,4.4970630447,2.153,69.965,66.479,73.483,1.0349869144,NA,0.9584998067,1.1816684962,
111858,CZE,Czech.Republic,1973,4813.329,5127.617,9940.946,0.489,126.049,NA,4.4965375722,2.21,70.041,66.543,73.571,1.0348659784,NA,0.9627124835,1.2129527991,
111912,CZE,Czech.Republic,1974,4836.885,5152.796,9989.681,0.5295,126.667,NA,4.5272416459,2.26,70.149,66.64,73.687,1.041932438,NA,0.9674321343,1.2403951701,
111942,CZE,Czech.Republic,1975,4862.734,5179.986,10042.72,0.5775,127.339,NA,4.7126315772,2.294,70.273,66.757,73.817,1.08459943,NA,0.9725685979,1.2590559824,
112017,CZE,Czech.Republic,1976,4891.281,5209.606,10100.887,0.6127,128.077,NA,4.8686794387,2.308,70.396,66.872,73.945,1.1205134239,NA,0.9782016731,1.2667398463,
112107,CZE,Czech.Republic,1977,4921.925,5241.045,10162.97,0.5938,128.864,NA,4.984576645,2.302,70.501,66.972,74.055,1.1471868529,NA,0.9842139862,1.2634467618,
112192,CZE,Czech.Republic,1978,4951.984,5271.515,10223.499,0.5052,129.631,NA,5.001106806,2.275,70.58,67.045,74.14,1.1509912248,NA,0.9900758049,1.2486278814,
112250,CZE,Czech.Republic,1979,4977.924,5297.353,10275.277,0.3694,130.288,NA,4.8471532916,2.232,70.631,67.092,74.199,1.1155592393,NA,0.9950901493,1.2250274424,
112281,CZE,Czech.Republic,1980,4997.285,5316.024,10313.309,0.2134,130.77,NA,4.8868607422,2.178,70.661,67.117,74.239,1.1246978018,NA,0.9987732879,1.1953896817,
112323,CZE,Czech.Republic,1981,5008.975,5326.361,10335.336,0.0758,131.049,NA,4.8243959768,2.121,70.684,67.134,74.273,1.1103217047,NA,1.0009064518,1.1641053787,
112447,CZE,Czech.Republic,1982,5013.859,5329.31,10343.169,-0.0212,131.149,NA,4.7743568045,2.067,70.719,67.162,74.318,1.0988053244,NA,1.0016650242,1.134467618,
112483,CZE,Czech.Republic,1983,5013.884,5327.09,10340.974,-0.0574,131.121,NA,4.7829688455,2.023,70.778,67.214,74.388,1.1007873623,NA,1.0014524535,1.1103183315,
112552,CZE,Czech.Republic,1984,5012.003,5323.034,10335.037,-0.048,131.046,NA,4.9477917087,1.99,70.866,67.294,74.488,1.1387208992,NA,1.0008774957,1.0922063666,
112580,CZE,Czech.Republic,1985,5010.447,5319.633,10330.08,-0.0298,130.983,NA,4.8834615958,1.967,70.984,67.4,74.617,1.1239154974,NA,1.0003974443,1.079582876,
112702,CZE,Czech.Republic,1986,5009.61,5317.392,10327.002,-0.0217,130.944,NA,4.9194498526,1.949,71.123,67.523,74.773,1.1321980975,NA,1.0000993611,1.0697036224,
112741,CZE,Czech.Republic,1987,5009.021,5315.743,10324.764,-0.0091,130.915,NA,4.8820243516,1.931,71.274,67.652,74.946,1.1235847196,NA,0.9998826261,1.0598243688,
112792,CZE,Czech.Republic,1988,5009.008,5314.815,10323.823,0.0042,130.903,NA,4.804966342,1.905,71.431,67.784,75.128,1.1058500268,NA,0.9997914967,1.0455543359,
112876,CZE,Czech.Republic,1989,5009.761,5314.5,10324.261,0.0166,130.909,NA,4.6471285227,1.87,71.596,67.922,75.318,1.0695240789,NA,0.999833914,1.0263446762,
112915,CZE,Czech.Republic,1990,5011.339,5314.637,10325.976,0.039,130.931,8895.2821230107,4.3450433836,1.822,71.775,68.078,75.519,1,1,1,1,4.884660569
112978,CZE,Czech.Republic,1991,5014.27,5315.729,10329.999,0.0605,130.982,7865.4188775332,4.0055114408,1.757,71.98,68.269,75.734,0.9218576403,0.8842236557,1.0003896,0.9643249177,5.0925595994
113045,CZE,Czech.Republic,1992,5018.48,5317.769,10336.249,0.0565,131.061,7817.5819382107,3.668158536,1.677,72.219,68.507,75.967,0.8442167804,0.878845868,1.0009948696,0.920417124,4.692190712
113114,CZE,Czech.Republic,1993,5022.658,5319.437,10342.095,0.0174,131.135,7814.2930325388,3.4756014134,1.587,72.495,68.796,76.219,0.7999002787,0.878476132,1.0015610147,0.8710208562,4.4477490145
113208,CZE,Czech.Republic,1994,5024.98,5318.912,10343.892,-0.0451,131.158,7984.838584457,3.3177067201,1.49,72.803,69.132,76.486,0.7635612414,0.8976487169,1.0017350418,0.8177826564,4.1550078752
113244,CZE,Czech.Republic,1995,5024.225,5314.998,10339.223,-0.1103,131.099,8464.1397620844,3.298313616,1.394,73.134,69.503,76.764,0.7590979709,0.9515313449,1.0012828812,0.7650933041,3.8968090187
113317,CZE,Czech.Republic,1996,5020.36,5307.463,10327.823,-0.1608,130.954,8858.6903184889,3.3753483188,1.306,73.477,69.894,77.044,0.7768272997,0.9958863807,1.0001788693,0.7167947311,3.8102114392
113383,CZE,Czech.Republic,1997,5014.15,5297.078,10311.228,-0.1949,130.744,8792.6405073048,3.4173427258,1.231,73.817,70.283,77.321,0.7864921991,0.9884611174,0.9985717573,0.6756311745,3.8865943888
113428,CZE,Czech.Republic,1998,5006.223,5284.93,10291.153,-0.2048,130.489,8780.211739441,3.2552232,1.175,74.144,70.656,77.591,0.749180828,0.987063886,0.9966276311,0.644895719,3.7074540986
113511,CZE,Czech.Republic,1999,4997.512,5272.584,10270.096,-0.192,130.222,8936.783834155,2.9867296275,1.14,74.452,71.006,77.849,0.6873877574,1.0046655868,0.994588405,0.6256860593,3.3420631884
113563,CZE,Czech.Republic,2000,4989.011,5261.387,10250.398,-0.1852,129.972,9320.1936100127,3.3161639187,1.128,74.745,71.334,78.101,0.7632061699,1.0477681856,0.9926807887,0.6190998902,3.5580418792
113646,CZE,Czech.Republic,2001,4980.177,5251.258,10231.435,-0.1699,129.732,9616.1945994615,3.3158594078,1.138,75.028,71.647,78.35,0.7631360875,1.0810443633,0.9908443521,0.6245883644,3.4482033132
113704,CZE,Czech.Republic,2002,4971.627,5242.443,10214.07,-0.1001,129.512,9828.6311827852,3.2090048335,1.165,75.311,71.957,78.602,0.7385437958,1.1049263022,0.9891626709,0.6394072448,3.2649559983
113782,CZE,Czech.Republic,2003,4966.87,5236.976,10203.846,0.0393,129.382,10203.9783086482,3.2706295254,1.203,75.598,72.271,78.86,0.7527265522,1.1471225047,0.9881725466,0.6602634468,3.2052493904
113812,CZE,Czech.Republic,2004,4970.465,5237.397,10207.862,0.2233,129.433,10693.0329156817,3.2781595206,1.249,75.888,72.587,79.121,0.7544595603,1.2021016049,0.9885614687,0.6855104281,3.0656966517
113912,CZE,Czech.Republic,2005,4985.358,5245.325,10230.683,0.4313,129.722,11420.6924229139,3.218260208,1.298,76.173,72.9,79.377,0.7406738953,1.2839044636,0.9907715261,0.7124039517,2.817920393
113946,CZE,Czech.Republic,2006,5013.186,5261.72,10274.906,0.6101,130.283,12229.2510546668,3.258229321,1.346,76.444,73.198,79.62,0.7498726787,1.3748019327,0.9950542205,0.7387486279,2.6642917922
114046,CZE,Czech.Republic,2007,5052.188,5285.594,10337.782,0.7138,131.08,12939.1098023804,3.2696568761,1.392,76.691,73.473,79.843,0.7525026996,1.4546036453,1.0011433302,0.7639956092,2.5269565882
114071,CZE,Czech.Republic,2008,5097.676,5314.16,10411.836,0.7139,132.019,13350.3122520402,3.0647812739,1.434,76.911,73.72,80.04,0.7053511331,1.5008306726,1.0083149525,0.7870472009,2.2956626153
114115,CZE,Czech.Republic,2009,5142.982,5343.452,10486.434,0.6394,132.965,12734.7134225756,2.8117279907,1.471,77.102,73.938,80.211,0.6471116034,1.4316255793,1.0155392575,0.8073545554,2.2079240399
114219,CZE,Czech.Republic,2010,5183.195,5370.506,10553.701,0.5418,133.818,13096.5857684643,2.8876126015,1.501,77.267,74.13,80.358,0.6645762416,1.4723069586,1.0220536054,0.823819978,2.2048590774
114295,DEU,Germany,1960,34035.734,39300.411,73336.145,0.7666,205.411,7705.2332250597,3.0294202129,2.407,69.503,66.751,72.003,0.8821072016,0.483728304,0.9111533555,1.7711552612,3.9316398666
114346,DEU,Germany,1961,34367.18,39533.308,73900.488,0.8773,206.991,7952.1603747147,3.083497906,2.442,69.708,66.908,72.242,0.8978535554,0.4992301906,0.918164946,1.7969094923,3.8775600097
114431,DEU,Germany,1962,34761.475,39790.184,74551.659,0.942,208.815,8222.1217810352,3.2334894117,2.471,69.897,67.053,72.464,0.941528113,0.5161781491,0.9262553173,1.8182487123,3.9326702982
114484,DEU,Germany,1963,35193.404,40063.818,75257.222,0.9436,210.792,8385.5235373134,3.4292522783,2.489,70.07,67.184,72.67,0.9985303848,0.5264363791,0.9350214734,1.8314937454,4.0894909698
114533,DEU,Germany,1964,35626.795,40343.899,75970.694,0.8964,212.79,8822.3535574268,3.4812766091,2.494,70.228,67.302,72.861,1.0136788402,0.5538602141,0.9438858936,1.8351729213,3.9459726778
114613,DEU,Germany,1965,36033.576,40621.211,76654.787,0.8401,214.706,9185.7291697887,3.4188601946,2.479,70.37,67.405,73.036,0.9955044157,0.5766726409,0.9523852991,1.8241353937,3.7219257518
114662,DEU,Germany,1966,36406.947,40894.543,77301.49,0.7839,216.517,9387.5990859691,3.3597153173,2.438,70.493,67.488,73.193,0.9782825982,0.5893458708,0.9604201585,1.7939661516,3.5788866637
114693,DEU,Germany,1967,36748.979,41160.827,77909.806,0.7012,218.221,9396.6811138626,3.2802032648,2.37,70.599,67.554,73.334,0.9551302623,0.5899160331,0.9679780846,1.7439293598,3.4908104522
114767,DEU,Germany,1968,37051.315,41406.728,78458.043,0.5903,219.757,9864.4500725415,3.4260094915,2.278,70.694,67.609,73.464,0.9975861495,0.6192821897,0.9747895686,1.6762325239,3.4730871628
114859,DEU,Germany,1969,37306.605,41615.922,78922.527,0.461,221.058,10440.3604858495,3.6383781781,2.165,70.783,67.658,73.588,1.0594237074,0.6554373792,0.9805604767,1.5930831494,3.4849162374
114922,DEU,Germany,1970,37510.31,41776.928,79287.238,0.3217,222.079,10839.1450880039,3.5323465297,2.042,70.877,67.711,73.715,1.0285493902,0.6804727537,0.985091771,1.5025754231,3.258879276
114979,DEU,Germany,1971,37657.555,41885.127,79542.682,0.1894,222.795,11076.7688512505,3.5603023795,1.917,70.985,67.778,73.856,1.0366895803,0.6953905812,0.9882654946,1.4105960265,3.2142066223
115042,DEU,Germany,1972,37749.754,41943.697,79693.451,0.0791,223.217,11480.8489866902,3.5689632765,1.8,71.114,67.867,74.017,1.039211462,0.7207584049,0.9901387003,1.3245033113,3.1086231346
115075,DEU,Germany,1973,37797.327,41959.191,79756.518,0.0016,223.394,11966.4644379712,3.7182540993,1.7,71.27,67.984,74.201,1.0826819946,0.7512449498,0.9909222662,1.250919794,3.1072286376
115171,DEU,Germany,1974,37815.594,41942.224,79757.818,-0.049,223.397,12063.0315245128,3.6398312702,1.62,71.453,68.132,74.412,1.059846819,0.7573073533,0.9909384179,1.1920529801,3.0173437438
115211,DEU,Germany,1975,37816.827,41901.937,79718.764,-0.0883,223.288,12040.6075951619,3.4358535714,1.563,71.666,68.311,74.647,1.0004525507,0.7558995972,0.9904531976,1.1501103753,2.8535549758
115317,DEU,Germany,1976,37807.618,41840.783,79648.401,-0.1242,223.091,12683.8471168907,3.7430004401,1.527,71.903,68.52,74.904,1.0898876392,0.7962816536,0.9895789836,1.1236203091,2.9509977577
115373,DEU,Germany,1977,37788.973,41760.592,79549.565,-0.1491,222.814,13071.9024490712,3.6169776667,1.504,72.158,68.751,75.173,1.0531923021,0.8206434532,0.9883510114,1.1066961001,2.7669864282
115404,DEU,Germany,1978,37761.405,41669.612,79431.017,-0.1637,222.482,13455.3199127191,3.7143047029,1.489,72.421,68.995,75.448,1.0815320085,0.8447140912,0.9868781305,1.0956585725,2.760472978
115459,DEU,Germany,1979,37723.538,41577.542,79301.08,-0.1666,222.118,13993.3007256079,3.8548529226,1.479,72.691,69.25,75.725,1.1224568681,0.8784880911,0.9852637487,1.0883002208,2.7547845917
115539,DEU,Germany,1980,37676.643,41492.459,79169.102,-0.1644,221.749,14114.0304343268,3.7999167908,1.472,72.964,69.514,76,1.1064605539,0.8860674045,0.9836240089,1.0831493745,2.692297433
115627,DEU,Germany,1981,37620.308,41418.75,79039.058,-0.1485,221.384,14148.5983171566,3.6283200642,1.467,73.241,69.788,76.275,1.0564949837,0.8882375482,0.9820082977,1.0794701987,2.5644378213
115698,DEU,Germany,1982,37562.751,41358.997,78921.748,-0.1024,221.056,14039.6408432442,3.5204871539,1.463,73.522,70.07,76.55,1.0250961747,0.8813972862,0.9805507982,1.076526858,2.507533628
115720,DEU,Germany,1983,37523.96,41317.023,78840.983,-0.0194,220.829,14328.8567043287,3.5106234026,1.46,73.806,70.358,76.824,1.0222240455,0.8995540238,0.9795473462,1.0743193525,2.4500373442
115806,DEU,Germany,1984,37529.579,41296.123,78825.702,0.0897,220.787,14783.1836297798,3.5864063729,1.457,74.088,70.647,77.096,1.0442905464,0.9280763004,0.9793574898,1.0721118469,2.4260040751
115880,DEU,Germany,1985,37597.523,41298.911,78896.434,0.2022,220.985,15139.7619617412,3.6206199129,1.452,74.36,70.926,77.36,1.0542528521,0.9504619994,0.9802362884,1.0684326711,2.3914642265
115923,DEU,Germany,1986,37731.991,41324.118,79056.109,0.3062,221.432,15469.0141614419,3.6257539566,1.441,74.615,71.187,77.613,1.055747784,0.9711321859,0.9822201452,1.0603384842,2.343881723
115982,DEU,Germany,1987,37926.383,41372.187,79298.57,0.4072,222.111,15701.3731824132,3.5632546716,1.426,74.849,71.424,77.852,1.0375492293,0.9857194972,0.9852325636,1.0493009566,2.2693904731
116096,DEU,Germany,1988,38173.473,41448.628,79622.101,0.5004,223.017,16160.1147816781,3.5377363378,1.406,75.062,71.637,78.078,1.0301187956,1.0145189234,0.9892522235,1.0345842531,2.189177729
116114,DEU,Germany,1989,38461.239,41560.27,80021.509,0.5802,224.136,16558.1209739768,3.4661180908,1.383,75.256,71.83,78.293,1.0092649797,1.0395054299,0.9942146051,1.0176600442,2.0933040025
116208,DEU,Germany,1990,38777.629,41709.53,80487.159,0.6678,225.44,15928.8450999626,3.4342993769,1.359,75.44,72.012,78.501,1,1,1,1,2.156025346
116267,DEU,Germany,1991,39124.819,41901.657,81026.476,0.7362,226.951,16649.5235017244,3.1299152144,1.337,75.623,72.194,78.708,0.9113693569,1.0452436066,1.0067006589,0.9838116262,1.879882757
116319,DEU,Germany,1992,39496.616,42128.545,81625.161,0.7324,228.628,16890.560511864,2.9800124988,1.321,75.816,72.391,78.92,0.8677206533,1.060375715,1.0141389262,0.9720382634,1.7643064579
116398,DEU,Germany,1993,39862.254,42362.92,82225.174,0.6368,230.308,16644.6802427022,2.9107387477,1.311,76.026,72.611,79.14,0.8475495082,1.0449395507,1.021593693,0.9646799117,1.7487501744
116419,DEU,Germany,1994,40182.254,42568.177,82750.431,0.479,231.78,17027.7861729396,2.8524322731,1.309,76.256,72.86,79.371,0.8305718169,1.0689906309,1.0281196656,0.9632082414,1.6751633149
116520,DEU,Germany,1995,40429.19,42718.58,83147.77,0.2896,232.893,17298.8191083147,2.8340507508,1.313,76.508,73.137,79.612,0.8252194814,1.0860058592,1.0330563413,0.966151582,1.6382914539
116586,DEU,Germany,1996,40587.656,42801.274,83388.93,0.122,233.568,17420.2208090568,2.9092590587,1.322,76.778,73.442,79.859,0.847118652,1.0936273597,1.0360525957,0.9727740986,1.6700471771
116670,DEU,Germany,1997,40666.315,42824.382,83490.697,0.012,233.853,17708.5252156027,2.8164215709,1.331,77.058,73.763,80.109,0.8200862132,1.1117268769,1.0373169837,0.9793966152,1.5904325948
116692,DEU,Germany,1998,40691.784,42808.932,83500.716,-0.0118,233.881,18028.8807357954,2.7935089802,1.34,77.341,74.093,80.356,0.8134145203,1.1318385371,1.0374414632,0.9860191317,1.5494633423
116793,DEU,Germany,1999,40704.054,42786.827,83490.881,0.0258,233.854,18380.0436231457,2.6863652331,1.347,77.624,74.426,80.597,0.7822163819,1.1538842589,1.0373192698,0.9911699779,1.4615662989
