,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech
8668,ALB,Albania,1993,1738.788,1678.492,3417.28,-0.9678,118.87,1936.9494306307,0.1869908231,2.819,71.813,69.03,74.987,0.3156392274,0.7749657194,0.9914119485,0.9491582492,0.9653882551
8764,ALB,Albania,1994,1716.534,1667.833,3384.367,-0.7864,117.725,2067.4672818334,0.1554204967,2.772,71.92,69.14,75.089,0.2623487328,0.8271853896,0.9818633188,0.9333333333,0.75174344
8815,ALB,Albania,1995,1697.524,1660.334,3357.858,-0.502,116.803,2307.5841142911,0.1694532646,2.723,72.117,69.337,75.28,0.2860359488,0.9232551738,0.9741726,0.9168350168,0.734331908
8869,ALB,Albania,1996,1683.428,1657.615,3341.043,-0.2915,116.218,2481.8563086951,0.1646192521,2.67,72.415,69.624,75.576,0.277876169,0.9929807817,0.9692942781,0.898989899,0.6632908261
8926,ALB,Albania,1997,1672.977,1658.34,3331.317,-0.1761,115.88,2197.9122501339,0.1263764451,2.611,72.796,69.982,75.96,0.2133225729,0.8793758996,0.9664725976,0.8791245791,0.5749840336
8986,ALB,Albania,1998,1665.074,1660.382,3325.456,-0.2262,115.676,2405.3446095626,0.1437396856,2.543,73.235,70.39,76.41,0.2426316039,0.9623687569,0.9647722202,0.8562289562,0.5975845833
9082,ALB,Albania,1999,1657.581,1660.36,3317.941,-0.3924,115.415,2751.8853270197,0.2453328736,2.467,73.713,70.829,76.906,0.4141202086,1.1010183118,0.9625919889,0.8306397306,0.8915083459
9143,ALB,Albania,2000,1648.992,1655.956,3304.948,-0.5724,114.963,2962.279357153,0.2493231361,2.383,74.2,71.275,77.419,0.4208557444,1.1851961217,0.9588224952,0.8023569024,0.8416597695
9195,ALB,Albania,2001,1639.366,1646.718,3286.084,-0.6867,114.307,3228.523378563,0.2674916405,2.291,74.664,71.703,77.917,0.4515240552,1.2917192897,0.953349723,0.7713804714,0.8285262615
9236,ALB,Albania,2002,1629.625,1633.971,3263.596,-0.7446,113.524,3397.683994819,0.3134579157,2.195,75.081,72.096,78.373,0.5291148127,1.3593997756,0.9468255658,0.7390572391,0.9225634763
9316,ALB,Albania,2003,1620.084,1619.301,3239.385,-0.7184,112.682,3627.0584027055,0.3614883689,2.097,75.437,72.444,78.769,0.6101898884,1.4511715587,0.9398015366,0.7060606061,0.9966433644
9366,ALB,Albania,2004,1611.201,1604.996,3216.197,-0.6259,111.876,3864.3945030202,0.3532121944,2.004,75.725,72.739,79.094,0.5962197625,1.5461287831,0.9330742973,0.6747474747,0.9140169155
9419,ALB,Albania,2005,1603.342,1592.788,3196.13,-0.5194,111.177,4116.775962957,0.3629389293,1.919,75.949,72.985,79.349,0.6126384243,1.6471055957,0.927252514,0.6461279461,0.8816096201
9491,ALB,Albania,2006,1596.511,1583.062,3179.573,-0.4208,110.602,4367.4382306057,0.3314910524,1.849,76.124,73.192,79.544,0.5595546238,1.7473945663,0.9224490424,0.6225589226,0.7590057029
9597,ALB,Albania,2007,1590.691,1575.531,3166.222,-0.3041,110.137,4647.3137869248,0.3493122087,1.796,76.278,73.379,79.705,0.5896366134,1.8593716569,0.9185756867,0.6047138047,0.7516432604
9658,ALB,Albania,2008,1586.181,1570.427,3156.608,-0.1719,109.803,5010.0317778893,0.3567120149,1.761,76.433,73.565,79.853,0.6021274356,2.0044936742,0.9157864992,0.5929292929,0.7119955137
9690,ALB,Albania,2009,1583.341,1567.844,3151.185,-0.0331,109.614,5178.866904067,0.3357467112,1.744,76.598,73.757,79.999,0.5667381465,2.0720439328,0.9142131933,0.5872053872,0.6483014864
9754,ALB,Albania,2010,1582.377,1567.766,3150.143,0.1187,109.578,5374.9908098679,0.3707768187,1.741,76.78,73.959,80.149,0.6258687279,2.1505123231,0.9139108911,0.5861952862,0.6898185166
9846,ARE,United.Arab.Emirates,1960,44.857,44.751,89.608,8.6733,1.072,22432.802294028,,6.928,52.214,49.612,55.006,0.0042642617,1.60683657,0.0496031548,1.5788514129,
9912,ARE,United.Arab.Emirates,1961,50.593,47.134,97.727,10.7094,1.169,23179.6352668843,,6.91,53.259,50.709,55.993,0.0039099938,1.6603313816,0.0540974859,1.5747493163,
9926,ARE,United.Arab.Emirates,1962,58.63,50.144,108.774,11.1251,1.301,24249.834724761,,6.893,54.295,51.807,56.973,0.00585483,1.7369885733,0.0602126324,1.5708751139,
10008,ARE,United.Arab.Emirates,1963,68.038,53.536,121.574,10.0379,1.454,25025.2131457409,,6.877,55.319,52.904,57.946,0.0062860803,1.7925280635,0.0672981647,1.5672288058,
10111,ARE,United.Arab.Emirates,1964,77.459,56.952,134.411,8.5037,1.608,25675.8954169256,,6.861,56.328,53.996,58.909,0.0047381038,1.8391357078,0.0744041787,1.5635824977,
10131,ARE,United.Arab.Emirates,1965,86.131,60.21,146.341,6.9605,1.75,26164.2839931827,,6.841,57.314,55.074,59.854,0.0052222134,1.8741184359,0.0810081163,1.5590246126,
10224,ARE,United.Arab.Emirates,1966,93.638,63.252,156.89,6.4602,1.877,26482.7989966189,,6.816,58.266,56.126,60.771,0.0056829281,1.8969333098,0.0868475913,1.5533272562,
10282,ARE,United.Arab.Emirates,1967,100.953,66.407,167.36,7.7034,2.002,26610.4298695174,,6.783,59.176,57.139,61.652,0.1902644823,1.9060753667,0.0926433353,1.5458067457,
10361,ARE,United.Arab.Emirates,1968,110.395,70.367,180.762,10.6904,2.162,26374.4423704034,,6.738,60.038,58.106,62.489,0.2388701832,1.8891718457,0.1000621091,1.5355515041,
10371,ARE,United.Arab.Emirates,1969,125.106,76.051,201.157,14.0619,2.406,25495.0476801026,27.8240379405,6.679,60.85,59.022,63.279,3.5439659375,1.8261817864,0.1113519085,1.5221057429,10.9135069248
10470,ARE,United.Arab.Emirates,1970,147.364,84.165,231.529,16.1872,2.769,24552.4114812965,17.9588734025,6.605,61.614,59.883,64.02,2.2874334685,1.7586618084,0.1281645482,1.5052415679,7.3145048975
10543,ARE,United.Arab.Emirates,1971,177.329,94.882,272.211,16.9336,3.256,24805.5654516755,21.2225075401,6.512,62.333,60.693,64.715,2.7031246863,1.7767949445,0.1506843628,1.484047402,8.5555427396
10588,ARE,United.Arab.Emirates,1972,214.297,108.142,322.439,17.1073,3.857,24805.615282183,19.8363101238,6.402,63.018,61.459,65.369,2.5265638134,1.7767985138,0.1784884345,1.4589790337,7.9967015122
10627,ARE,United.Arab.Emirates,1973,258.494,124.105,382.599,16.8569,4.577,24887.0729668621,21.8322577947,6.279,63.675,62.188,65.991,2.7807889756,1.7826332368,0.2117904365,1.4309480401,8.7725293464
10716,ARE,United.Arab.Emirates,1974,309.965,142.883,452.848,16.2481,5.417,28449.0813215118,18.8650496414,6.146,64.307,62.885,66.583,2.4028537296,2.0377759164,0.2506772773,1.4006381039,6.6311630341
10756,ARE,United.Arab.Emirates,1975,368.252,164.49,532.742,15.7231,6.373,25465.0018281796,15.9045091245,6.009,64.917,63.551,67.147,2.0257677448,1.8240296356,0.2949031773,1.3694165907,6.2456343934
10832,ARE,United.Arab.Emirates,1976,434.479,188.971,623.45,14.8994,7.458,25598.0464108069,17.3438126554,5.873,65.506,64.187,67.685,2.2090927783,1.8335594704,0.3451152451,1.3384229717,6.7754438667
10930,ARE,United.Arab.Emirates,1977,507.466,216.151,723.617,13.3773,8.656,26296.2877356717,14.6168484157,5.744,66.069,64.794,68.197,1.8617575569,1.8835737166,0.4005634105,1.3090246126,5.5585216296
10961,ARE,United.Arab.Emirates,1978,581.662,245.529,827.191,11.296,9.895,22545.0021620767,14.7740969135,5.624,66.608,65.373,68.685,1.8817864011,1.6148733212,0.4578975454,1.2816773017,6.5531583485
11014,ARE,United.Arab.Emirates,1979,649.685,276.427,926.112,9.1476,11.078,24801.7072989579,10.779473757,5.517,67.123,65.924,69.149,1.3729886331,1.7765185894,0.5126559786,1.2572926162,4.3462627903
11088,ARE,United.Arab.Emirates,1980,706.555,308.27,1014.825,7.2067,12.139,27709.3709317395,9.9169807602,5.423,67.615,66.451,69.592,1.2631323351,1.9847912874,0.5617636997,1.2358705561,3.5789267049
11192,ARE,United.Arab.Emirates,1981,749.723,340.937,1090.66,5.7979,13.046,26635.2746521716,9.2155208773,5.344,68.086,66.952,70.013,1.1737869304,1.9078549707,0.603742711,1.2178669098,3.4598933173
11264,ARE,United.Arab.Emirates,1982,781.461,374.304,1155.765,5.0294,13.825,22983.2112175734,8.6998654571,5.274,68.537,67.428,70.413,1.1081075618,1.6462617464,0.6397820535,1.2019143118,3.785313277
11310,ARE,United.Arab.Emirates,1983,807.574,407.806,1215.38,4.9692,14.538,20538.2376354771,7.930030114,5.209,68.969,67.881,70.793,1.0100531299,1.4711310198,0.6727823668,1.1871011851,3.8611054438
11338,ARE,United.Arab.Emirates,1984,836.513,440.787,1277.3,5.3293,15.279,20159.5116069883,9.9052689266,5.141,69.383,68.311,71.155,1.2616405912,1.4440032975,0.7070586295,1.1716043756,4.913446873
11442,ARE,United.Arab.Emirates,1985,874.418,472.8,1347.218,5.7473,16.115,18545.8842503706,10.1060110539,5.065,69.78,68.722,71.499,1.2872092475,1.3284209724,0.7457622427,1.154284412,5.4491934261
11507,ARE,United.Arab.Emirates,1986,923.324,503.591,1426.915,5.9767,17.068,13769.847291202,9.0271670001,4.973,70.157,69.112,71.827,1.1497961737,0.98631878,0.789879092,1.1333181404,6.5557495368
11562,ARE,United.Arab.Emirates,1987,981.489,533.309,1514.798,6.0436,18.12,13480.3384694903,8.585963277,4.86,70.515,69.483,72.138,1.0935997665,0.9655815865,0.8385273607,1.1075660893,6.3692490336
11596,ARE,United.Arab.Emirates,1988,1046.734,562.436,1609.17,5.9069,19.248,12682.2359047093,8.196772249,4.724,70.854,69.838,72.435,1.0440282503,0.9084143913,0.8907676621,1.0765724704,6.4631917515
11662,ARE,United.Arab.Emirates,1989,1115.388,591.697,1707.085,5.6603,20.42,13220.3660888902,8.7043117361,4.566,71.177,70.178,72.72,1.1086738872,0.9469600553,0.9449692167,1.0405651778,6.5840171729
11726,ARE,United.Arab.Emirates,1990,1184.835,621.663,1806.498,5.4666,21.609,13960.848733744,7.8511019663,4.388,71.485,70.506,72.996,1,1,1,1,5.6236566387
11783,ARE,United.Arab.Emirates,1991,1255.227,652.775,1908.002,5.3558,22.823,13446.6021924004,8.1483143099,4.193,71.781,70.824,73.263,1.0378561309,0.9631650947,1.0561882715,0.9555606199,6.0597570995
11859,ARE,United.Arab.Emirates,1992,1327.906,685.071,2012.977,5.234,24.079,13056.490086515,7.8758972408,3.989,72.068,71.133,73.524,1.0031581903,0.9352218003,1.11429794,0.9090701914,6.0321703525
11936,ARE,United.Arab.Emirates,1993,1402.873,718.27,2121.143,5.1014,25.373,12288.3710282941,8.4826907002,3.784,72.347,71.434,73.779,1.0804458707,0.8802022902,1.1741740096,0.8623518687,6.9030229318
11977,ARE,United.Arab.Emirates,1994,1480.263,751.896,2232.159,4.9872,26.7,12425.2839365638,8.9343993864,3.583,72.62,71.729,74.031,1.137980302,0.8900092089,1.2356277173,0.8165451231,7.1904991725
12040,ARE,United.Arab.Emirates,1995,1560.506,785.799,2346.305,5.1704,28.066,12495.0040276975,8.2103562836,3.393,72.89,72.018,74.281,1.0457584577,0.8950031811,1.298814059,0.7732452142,6.5709112741
12105,ARE,United.Arab.Emirates,1996,1649.071,821.739,2470.81,5.4418,29.555,12445.3373237215,4.5317122725,3.215,73.155,72.301,74.529,0.5772071605,0.8914456106,1.3677347,0.7326800365,3.6412932447
12195,ARE,United.Arab.Emirates,1997,1748.126,860.867,2608.993,5.3908,31.208,12787.8878357663,4.3530204949,3.052,73.415,72.579,74.774,0.5544470717,0.9159821211,1.4442268965,0.6955332726,3.4040183577
12241,ARE,United.Arab.Emirates,1998,1851.573,901.925,2753.498,4.9646,32.937,12212.358116267,8.0711879943,2.902,73.669,72.849,75.015,1.0280325015,0.8747575702,1.5242186817,0.661349134,6.6090331756
12326,ARE,United.Arab.Emirates,1999,1950.637,943.011,2893.648,4.484,34.613,12017.1428758409,7.3861782774,2.766,73.918,73.114,75.254,0.9407823652,0.8607745206,1.6017997252,0.630355515,6.1463680292
12384,ARE,United.Arab.Emirates,2000,2042.449,983.903,3026.352,3.4347,36.2,12814.3043518777,10.1429047249,2.644,74.163,73.373,75.49,1.2919084185,0.9178743067,1.6752589817,0.6025524157,7.9152987524
12460,ARE,United.Arab.Emirates,2001,2111.995,1020.109,3132.104,2.8908,37.465,12403.8342883628,8.8298472848,2.532,74.405,73.628,75.722,1.1246634323,0.8884727945,1.7337987642,0.5770282589,7.1186433803
12544,ARE,United.Arab.Emirates,2002,2169.18,1054.789,3223.969,4.4078,38.564,11721.3035046795,7.1647711253,2.428,74.643,73.878,75.951,0.9125815912,0.8395838769,1.7846512977,0.5533272562,6.1126060957
12545,ARE,United.Arab.Emirates,2003,2265.016,1104.238,3369.254,8.2405,40.302,13008.0419111933,8.6476116078,2.329,74.877,74.124,76.175,1.1014519548,0.9317515116,1.8650748575,0.5307657247,6.6478964834
12617,ARE,United.Arab.Emirates,2004,2468.334,1190.324,3658.658,12.5743,43.764,13681.1499635359,8.4405265537,2.236,75.108,74.365,76.396,1.0750753958,0.9799654895,2.0252765295,0.5095715588,6.1694569362
12722,ARE,United.Arab.Emirates,2005,2822.166,1326.717,4148.883,16.1412,49.628,14208.0507022953,7.6343439909,2.149,75.332,74.6,76.613,0.9723913947,1.0177068009,2.2966441147,0.4897447584,5.3732522151
12776,ARE,United.Arab.Emirates,2006,3353.702,1521.937,4875.639,17.3149,58.321,14814.7335504031,6.9285277273,2.071,75.549,74.825,76.824,0.8824911149,1.0611628156,2.6989451414,0.4719690064,4.6767818697
12822,ARE,United.Arab.Emirates,2007,4031.374,1765.973,5797.347,15.9321,69.346,15152.4861555217,6.5574822414,2.004,75.757,75.04,77.031,0.8352308083,1.0853556574,3.209163254,0.4567000912,4.3276609357
12885,ARE,United.Arab.Emirates,2008,4767.443,2031.192,6798.635,12.6875,81.323,15346.4988964383,6.3751032376,1.948,75.955,75.245,77.233,0.8120010751,1.0992525733,3.7634334497,0.4439380128,4.154109208
12941,ARE,United.Arab.Emirates,2009,5439.345,2278.974,7718.319,8.9568,92.324,14070.6847362399,5.7450333421,1.903,76.144,75.439,77.431,0.7317486598,1.0078674302,4.2725311625,0.4336827712,4.0829806437
13018,ARE,United.Arab.Emirates,2010,5959.851,2481.686,8441.537,5.5703,100.975,13746.2612474099,5.4141799059,1.868,76.325,75.623,77.623,0.6896076409,0.9846293381,4.6728737037,0.4257064722,3.9386563433
13095,ARG,Argentina,1960,10472.752,10151.246,20623.998,1.6124,7.418,5559.4659470706,0.6454616607,3.109,65.022,62.417,68.154,0.6857084127,0.8642209932,0.6321556368,1.0401472064,1.161013786
13176,ARG,Argentina,1961,10630.004,10329.237,20959.241,1.5906,7.538,5861.841648989,0.6659115185,3.1,65.142,62.459,68.362,0.7074333893,0.9112254055,0.642431324,1.0371361659,1.1360107596
13211,ARG,Argentina,1962,10786.653,10508.637,21295.29,1.5635,7.659,5677.2332249394,0.6876168392,3.089,65.234,62.477,68.536,0.7304921114,0.8825279591,0.6527317163,1.0334560054,1.2111830041
13250,ARG,Argentina,1963,10942.25,10688.604,21630.854,1.5282,7.78,5455.440481934,0.6314128883,3.078,65.311,62.485,68.685,0.670783651,0.848050197,0.6630172426,1.0297758448,1.1574003792
13330,ARG,Argentina,1964,11096.125,10867.827,21963.952,1.4907,7.9,5926.1266583943,0.6919064474,3.068,65.388,62.499,68.82,0.7350491914,0.9212185334,0.6732271824,1.0264302442,1.1675525808
13420,ARG,Argentina,1965,11248.153,11045.664,22293.817,1.4476,8.018,6370.7473376685,0.7200651194,3.058,65.481,62.536,68.958,0.7649636533,0.9903349789,0.6833380261,1.0230846437,1.1302678967
13465,ARG,Argentina,1966,11397.286,11221.601,22618.887,1.4161,8.135,6320.6042348875,0.7612222476,3.051,65.603,62.612,69.111,0.8086870698,0.9825402154,0.693301896,1.0207427233,1.2043504375
13524,ARG,Argentina,1967,11544.6,11396.877,22941.477,1.4188,8.251,6398.9517849415,0.7791128705,3.048,65.759,62.731,69.289,0.8276932346,0.9947193704,0.7031897503,1.0197390432,1.2175632771
13630,ARG,Argentina,1968,11694.593,11574.709,23269.302,1.4649,8.369,6577.7566222311,0.809607439,3.049,65.953,62.893,69.495,0.8600892441,1.0225146471,0.7132380649,1.0200736032,1.2308260787
13691,ARG,Argentina,1969,11853.275,11759.4,23612.675,1.5375,8.493,7037.2803826572,0.8930796701,3.056,66.184,63.099,69.733,0.9487662556,1.0939477819,0.7237629485,1.0224155236,1.2690693302
13749,ARG,Argentina,1970,12024.554,11953.978,23978.532,1.6221,8.624,7301.9662167004,0.9409249907,3.073,66.449,63.344,70,0.9995948963,1.1350932906,0.7349769995,1.0281030445,1.2885912682
13809,ARG,Argentina,1971,12211.181,12159.479,24370.66,1.6892,8.765,7529.9370180763,0.9952130964,3.104,66.74,63.618,70.291,1.0572680519,1.1705314342,0.7469962949,1.0384744062,1.3216751933
13833,ARG,Argentina,1972,12410.973,12374.857,24785.83,1.718,8.914,7634.5655588248,0.9919377322,3.148,67.044,63.906,70.593,1.0537884574,1.1867959787,0.7597218613,1.0531950485,1.2992720077
13892,ARG,Argentina,1973,12616.901,12598.427,25215.328,1.6956,9.069,7961.9738793151,1.0173177204,3.203,67.349,64.198,70.896,1.0807509751,1.2376917206,0.7728866018,1.0715958515,1.2777204947
13984,ARG,Argentina,1974,12819.002,12827.531,25646.533,1.6394,9.224,8334.0836019256,1.0161997335,3.264,67.652,64.485,71.196,1.0795632779,1.2955363116,0.7861036643,1.0920040147,1.2193299012
14029,ARG,Argentina,1975,13010.434,13060.009,26070.443,1.5732,9.377,8122.4973046422,0.9930019218,3.321,67.95,64.766,71.494,1.0549190029,1.2626451451,0.7990971245,1.1110739378,1.2225327809
14130,ARG,Argentina,1976,13188.221,13295.614,26483.835,1.5211,9.525,7965.2018296893,1.0274946963,3.366,68.248,65.045,71.793,1.0915625204,1.2381935066,0.8117681926,1.1261291402,1.2899794861
14203,ARG,Argentina,1977,13355.417,13534.347,26889.764,1.4888,9.671,8304.3814243109,1.0221733445,3.391,68.549,65.327,72.097,1.085909364,1.2909190974,0.8242105088,1.1344931415,1.2308843877
14220,ARG,Argentina,1978,13518.541,13774.552,27293.093,1.485,9.816,7807.2476832591,1.0255341892,3.391,68.856,65.612,72.407,1.089479769,1.2136394774,0.8365731313,1.1344931415,1.3135668686
14281,ARG,Argentina,1979,13687.137,14014.275,27701.412,1.5002,9.963,8226.9098480534,1.0898000434,3.368,69.164,65.897,72.718,1.15775282,1.2788761128,0.8490887045,1.1267982603,1.3246772647
14380,ARG,Argentina,1980,13867.998,14252.137,28120.135,1.5175,10.114,8205.9798872738,1.0545112959,3.325,69.464,66.174,73.022,1.1202636978,1.2756225428,0.8619231756,1.112412178,1.2850522551
14415,ARG,Argentina,1981,14063.117,14487.006,28550.123,1.5258,10.268,7606.5585135885,0.9746718079,3.27,69.746,66.433,73.308,1.0354459435,1.1824422734,0.8751029353,1.094011375,1.2813571422
14525,ARG,Argentina,1982,14269.979,14719.09,28989.069,1.5279,10.426,7245.7551994545,0.9729184473,3.213,70.004,66.668,73.571,1.0335832548,1.1263552676,0.8885572707,1.074941452,1.3427426411
14539,ARG,Argentina,1983,14485.385,14950.019,29435.404,1.5211,10.587,7387.0534515176,0.9747445627,3.163,70.235,66.877,73.806,1.0355232348,1.1483201321,0.9022380899,1.0582134493,1.3195309457
14654,ARG,Argentina,1984,14704.302,15182.262,29886.564,1.5072,10.749,7425.8542555655,0.9719752328,3.123,70.439,67.062,74.016,1.0325812276,1.1543517311,0.9160668023,1.0448310472,1.3089069611
14697,ARG,Argentina,1985,14922.939,15417.48,30340.419,1.492,10.912,6834.9308815858,0.9041734064,3.093,70.624,67.227,74.206,0.9605517245,1.0624924788,0.9299781204,1.0347942456,1.3228713239
14742,ARG,Argentina,1986,15140.351,15656.13,30796.481,1.4765,11.076,7223.7919409215,0.9228002381,3.073,70.798,67.382,74.387,0.9803400031,1.1229410712,0.9439570862,1.0281030445,1.2774457593
14818,ARG,Argentina,1987,15357.366,15897.208,31254.574,1.4566,11.241,7297.9288537549,1.0028932085,3.056,70.972,67.538,74.569,1.0654270454,1.1344656811,0.9579983052,1.0224155236,1.3742162038
14901,ARG,Argentina,1988,15574.003,16139.144,31713.147,1.4316,11.406,7054.3630642699,1.0445510185,3.037,71.156,67.702,74.762,1.109682363,1.096603291,0.9720542369,1.0160588826,1.4807162731
14913,ARG,Argentina,1989,15790.71,16379.697,32170.407,1.4028,11.57,6520.1092963281,0.9925581607,3.016,71.353,67.879,74.969,1.0544475718,1.0135533494,0.9860699232,1.0090331214,1.5223029486
15012,ARG,Argentina,1990,16007.682,16617.192,32624.874,1.3709,11.734,6432.9216612181,0.9413063174,2.989,71.566,68.07,75.191,1,1,1,1,1.4632640765
15096,ARG,Argentina,1991,16224.394,16850.8,33075.194,1.3383,11.896,6954.7107223912,0.9648318314,2.956,71.791,68.275,75.426,1.0249924106,1.0811122984,1.0138029652,0.9889595182,1.3873069203
15153,ARG,Argentina,1992,16440.05,17080.753,33520.803,1.3074,12.056,7383.7395870379,0.9880133241,2.918,72.024,68.487,75.666,1.0496193491,1.1478049906,1.0274615313,0.9762462362,1.3380934044
15196,ARG,Argentina,1993,16654.271,17307.676,33961.947,1.2797,12.215,7748.3677293295,0.9523894493,2.875,72.257,68.702,75.905,1.0117742033,1.2044865673,1.0409832387,0.9618601539,1.2291484898
15265,ARG,Argentina,1994,16866.681,17532.662,34399.343,1.2533,12.372,8119.0489718871,0.9778675133,2.827,72.489,68.917,76.142,1.0388409121,1.2621091006,1.0543900645,0.9458012713,1.2044113993
15304,ARG,Argentina,1995,17076.839,17756.329,34833.168,1.2295,12.528,7785.9503337984,0.9594016829,2.774,72.719,69.129,76.377,1.0192236737,1.2103287967,1.0676874338,0.9280695885,1.2322216836
15389,ARG,Argentina,1996,17284.941,17979.129,35264.07,1.2028,12.683,8090.8012740931,0.9992607206,2.717,72.945,69.338,76.61,1.0615680594,1.2577179857,1.080895209,0.9089996654,1.2350577981
15428,ARG,Argentina,1997,17490.517,18200.261,35690.778,1.1659,12.837,8614.729623501,1.0290333262,2.657,73.169,69.543,76.843,1.0931970892,1.3391628372,1.0939744319,0.8889260622,1.1945044954
15549,ARG,Argentina,1998,17691.719,18417.623,36109.342,1.1159,12.987,8899.8882480854,1.0397309372,2.596,73.39,69.743,77.076,1.104561733,1.3834908486,1.1068040293,0.868517899,1.1682516771
15602,ARG,Argentina,1999,17886.173,18628.385,36514.558,1.0584,13.133,8545.1578910023,1.0865529305,2.535,73.608,69.939,77.309,1.1543032384,1.3283478862,1.1192244911,0.8481097357,1.2715422516
